Inventario;Specificazione;Sequenza;Titolo;Edizione;Permalink;;;;;;;;;;;;;;;;;;;;;
RDq 168;1962;;Il Giacometti di Palma Bucarelli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 169;1962;17;Un vecchio generale d'artiglieria : (Laclos) [La bomba di Laclos];ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 169;1962;;Ritrattino di Antonio Baldini ;ED (RdC 7.11.1962)?;;;;;;;;;;;;;;;;;;;;;;
RDq 169;1962;;La fiera di Santa Lucia;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 170;1962;18;Il Vitale da Bologna di Gnudi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 170;1962;;Marc Chagall;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 170;1962;;Due parole su Bologna : conferenza Lions Club - Bologna;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 170;1962;;La pittura, la felicita di Marc Chagall:conferenza tenuta a Bologna, Club di via Castiglione;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 171;1963;01;"Le opere di Cardarelli (Vincenzo Cardarelli : ""La speranza è nell'opera"")";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 171;1963;;Cézanne a Basilea [I disegni di Cézanne];ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 171;1963;;Il Pascal di Serini;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 171;1963;;Una traduzione di Pascal;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 172;1963;02;Un incontro sul porto (Il cielo della stanza);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 172;1963;;La mostra bolognese di Piranesi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 173;1963;03;Antonio, Bartolomeo e Alvise Vivarini (I Vivarini di Rodolfo Pallucchini);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 173;1963;;La fine dell'inverno (Magalotti);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 173;1963;;Il pittore Carlo Bonomi (Il ferrarese Carlo Bonomi);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 174;1963;04;Gli scritti giovanili di Longhi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 174;1963;;Barbara : (due parti);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 175;1963;05;La Certosa di Modena : (Delfini - Stendhal);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 175;1963;;Il pittore bolognese Athos Casarini;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 176;1963;06;Il Caravaggio a Napoli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 176;1963;;Malumore di marzo (Giorno di marzo);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 182;1963;07;L'album Wildenstein di Claude Lorrain;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 182;1963;;Toros y toreros di Picasso;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 177;1963;08;Faenza neoclassica;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 177;1963;;Capitolo sull'Emilia;ED (L'Emilia. Almanacco regionale)?;;;;;;;;;;;;;;;;;;;;;;
RDq 177;1963;;Con Piero Jahier;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 178;1963;09;I primi eroi (i fumetti) [Questi fumetti];ED (RdC 9.05.1963);;;;;;;;;;;;;;;;;;;;;;
RDq 178;1963;;La nicchia di San Bernerdino;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 178;1963;;I cinquant'anni di Lacerba;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 179;1963;10;"Un ""pasticciaccio"" nella letteratura italiana";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 179;1963;;Il marchigiano Luigi Bartolini;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 180;1963;11;"Giulio Carpioni ""introverso e imprevedibile""";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 181;1963;12;?;;;;;;;;;;;;;;;;;;;;;;;
RDq 182;1963;13;"Petrarca; Piccola fantasia sul Petrarca (Petrarca visto in sogno)";ED (RdC 21.8.1963);;;;;;;;;;;;;;;;;;;;;;
RDq 183;1963;14;La Romagna per il Touring Club;ED (Attraverso l'Italia, n.12 1964);https://sol.unibo.it/SebinaOpac/resource/bologna-e-romagna/UBO4860434;;;;;;;;;;;;;;;;;;;;;
RDq 184;1963;15;Mario Ricci a Bassano;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 184;1963;;La natura morta di De Logu;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 184;1963;;Toscani in natura morta;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 185;1963;16;Longanesi a Tolentino;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 185;1963;;Ritorno del Ruzzante;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 185;1963;;Govoni e De Pisis, pittori ferraresi;ED (La città dalle cento meraviglie e altri scritti, 1965);https://sol.unibo.it/SebinaOpac/resource/la-citta-dalle-cento-meraviglie-e-altri-scritti/UBO1042374;;;;;;;;;;;;;;;;;;;;;
RDq 186;1963;17;Desiderio fra le donne;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 187;1963;18;L'anno di Delacroix, il '63;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 187;1963;;Colloqui con Berenson;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 187;1963;;Gli inglesi a Firenze (i disegni di Horm);ED (RdC 30.11.1963);;;;;;;;;;;;;;;;;;;;;;
RDq 188;1963;19;Giuseppe Gioacchino Belli (1791-1863) (Il Giudizio Universale del Belli);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 188;1963;;Conto aperto con André Gide;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 190;1963;20;Racconto di Natale;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 190;1963;;I ragazzi di San Gessoli (Toscanita, ovvero i ragazzi di San Gessoli);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 189;1963;21;I ritratti del Fayum;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 189;1963;;Il Bastianino (Un ferrarese al Giudizio Finale);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 191;1964;01;La luna nuova;ED (è presente il ds);;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;02;Carpaccio narratore della realtà;ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;L'inverno (Briciole);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;Vite immaginarie (Vite immaginarie scelte a caso tra modelli contemporanei):;;;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;Bonifacio pittore;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;Miss Cristabelle poetessa;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;Simone orologiaio [Luca orologiaio];ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 192;1964;;Filippo l'anarchico;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 193;1964;03;La vita di Galileo di Brecht;pochi appunti;;;;;;;;;;;;;;;;;;;;;;
RDq 193;1964;;"Le ""opere"" di Barilli (Bruno Barilli l'erratico)";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 194;1964;04;L'altare di Gries;ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 194;1964;;L'uomo sotto il portico;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 195;1964;05;La venexiana;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 195;1964;;Il Savoldo pittore bresciano;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 195;1964;;L'oro di Pasqua;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 196;1964;06;"""Le rameau de Salzbourg""";ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 197;1964;07;L'abito di nozze;ED (è presente il ds);;;;;;;;;;;;;;;;;;;;;;
RDq 198;1964;08;Julio Gonzalez scultore;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 199;1964;09;Mostra dell'arte romana nell'Italia settentrionale;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 199;1964;;La natura morta a Napoli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 200;1964;10;Una sera d'ottobre ;ED (Letteratura, n. 73 1965);https://sol.unibo.it/SebinaOpac/resource/una-sera-dottobre/UBO3679735;;;;;;;;;;;;;;;;;;;;;
RDq 201;1964;11;Canova a Possagno;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 201;1964;;Fare un mestiere (La letteratura è alle corde);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 202;1965;01;Il fiume nella città;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 203;1965;02;Ritrattino di anarchico [L'anarchico Filippo];ED (Le nevi dell'atro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 204;1965;03;La vecchia centrale termica;ED (Le nevi dell'atro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 205;1965;04;Aurora e Frammenti di Nietzsche;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 205;1965;;Paesaggi di Versilia;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 206;1965;05;I mesi del duomo di Ferrara;ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 207;1965;06;Una piccola fetta di mondo. Salsomaggiore;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 207;1965;;Ricordo di Emilio Lovarini;ED (I tempi e gli studi di Emilio Lovarini);https://sol.unibo.it/SebinaOpac/resource/i-tempi-e-gli-studi-di-emilio-lovarini-con-un-ricordo-di-giuseppe-raimondi/UBO3374552;;;;;;;;;;;;;;;;;;;;;
RDq 208;1965;07;Quaderno V. V. (Qualcuno fra di noi);ED (RdC 28.08.65);;;;;;;;;;;;;;;;;;;;;;
RDq 209;1965;08;Gli oggetti di Chardin;ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 209;1965;;Ricordo di Manara Valgimigli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 210;1965;09;Una nostalgia per Renato Serra;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 210;1965;;Esame di coscienza;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 211;1965;10;Capriccio sulle conchiglie;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 211;1965;;Hemingway a Venezia;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 211;1965;;L'Enciclopedia di Diderot;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 212;1965;11;Il mito di Parigi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 212;1965;;Visioni di William Blake;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 213;1965;12;Un Leopardi tascabile;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 214;1965;13;I disegni del Pontormo [Uomini nel diluvio];ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 214;1965;;L'album Proust;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 215;1965;14;Il pittore Giovanni Romagnoli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 215;1965;;La mostra della scultura bolognese del Settecento;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 215;1965;;"Il letto alla francese o ""Una stampa di Rembrandt""";ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 216;1966;01;I grandi maestri dell'incisione;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 216;1966;;"Strenne e libri d'arte Bolaffi o la ""borsa"" dei pittori";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 216;1966;;"Il manierismo in pittura o ""cos'è il manierismo""";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 217;1966;02;Severino Ferrari. Conferenza tenuta al Lions Club di Molinella il 17 gennaio 1966;ED (Argomenti. Rivista mensile);;;;;;;;;;;;;;;;;;;;;;
RDq 218;1966;03;La lettera della befana;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 218;1966;;La causa lunga;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;04;Umano, troppo umano di Nietzsche;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;;Progetti per articoli e racconti fra il 20 febbraio e il 20 aprile (quando sarò in Castiglione);;;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;;1. Il cortile di Santo Stefano;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;;"2. Dylan Thomas e la pittura ""umana"", ""animale"" di Francis Bacon";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;;Gli aeroplani;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 219;1966;;De Pisis vivo;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 220;1966;05;Un Oscar per Cardarelli;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 220;1966;;La primavera di Laforgue;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 220;1966;;"La brutta ""storia"" dei Canti Orfici";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 221;1966;06;Il Monsieur Teste di Longanesi;ED (Le linee della mano);https://sol.unibo.it/SebinaOpac/resource/le-linee-della-mano-saggi-letterari-19561970/UBO0909072;;;;;;;;;;;;;;;;;;;;;
RDq 221;1966;;Gustavo Courbet in edicola;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 221;1966;;Saluto a Carlo Carrà;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 222;1966;07;Domenica di maggio;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 222;1966;;Viaggio pittorico da Bologna a Modena (Corazza);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 222;1966;;"Il ""mostro"" Francois Villon";ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 223;1966;08;Presentazione mostra di De Pisis a Torino (L'omaggio torinese a De Pisis);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 224;1966;09;Kobilek di Ardengo Soffici;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 224;1966;;"Stendhal e la pittura italiana [Stendhal e i ""bolognesi""]";ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 225;1966;10;Collages;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 225;1966;;L'ultimo romantico tedesco: Max Ernst;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 225;1966;;I pittori di Cesena;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 226;1966;11;Un pensiero di Leopardi (Zibaldone, 2. vol.) [Dallo Zibaldone di Leopardi];;;;;;;;;;;;;;;;;;;;;;;
RDq 226;1966;11;Nota su Carlo Porta romantico e realista [Carlo Porta romantico e realista];;;;;;;;;;;;;;;;;;;;;;;
RDq 226;1966;11;L'inverno di Dante;;;;;;;;;;;;;;;;;;;;;;;
RDq 227;1967;01;Le ultime farfalle (Quattro o cinque giovani scrittori);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 227;1967;;Veneziani e trovatori (Poeti veneziani e trovatori);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 228;1967;02;Convalescenza con gli inglesi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 228;1967;;L'eredità di Giotto;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 229;1967;03;Otto acquerelli di Cézanne [Cézanne all'acquerello];ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 229;1967;;Crepuscolo di uno scrittore (Scott Fitzgerald);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 230;1967;04;L'uomo dal bicchiere di vino;ED (Un occhio sulla pittura);https://sol.unibo.it/SebinaOpac/resource/un-occhio-sulla-pittura/UBO0748836;;;;;;;;;;;;;;;;;;;;;
RDq 231;1967;05;Principio dell'autunno;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 231;1967;;Ritorno a Comacchio [Anitre di valle];ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 231;1967;;Il treno e il mare;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 232;1967;06;Trama per un racconto;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 232;1967;;Tempo di guerra;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 232;1967;;Il fiore della canna [Il fiore rosso della canna];"ED (Le nevi dell'altro anno; I bachi da seta)?";https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 233;1967;07;Monsieur Ingres (In margine alla Mostra del Petit Palais);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 234;1967;08;Una rosa per Nerval ;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 234;1967;;Variazione sul bianco;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 235;1967;09;L'estate di San Martino;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 235;1967;;Fuga in bianco [Variazione sul bianco];ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 235;1967;;Domenica al mare;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 236;1967;10;Meryon e Baudelaire;ED (RdC? 19.11.1967);;;;;;;;;;;;;;;;;;;;;;
RDq 236;1967;;Sono ritornati i colombi (Il Novellino);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 237;1968;01;La signorina Mercedes;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 237;1968;;Il fabbro Pompeo (altra versione di Deserto sulla terra);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 237;1968;;Deserto sulla terra;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 241;1968;02;Lady Macbeth;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 241;1968;;Neve in ferrovia;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 242;1968;03;Un sogno del '43;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 242;1968;;L'uomo all'ospedale (con varianti rispetto alla versione ed);ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 238;1968;04;"Come dei bachi da seta, racconto (ripreso dalla ""Scatola dei ricordi"", 1963)";ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 238;1968;;La pianura e il fiume;ED (I bachi da seta);;;;;;;;;;;;;;;;;;;;;;
RDq 239;1968;05;Nanni di Banco;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 240;1968;06;Giacobbe e l'angelo;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 240;1968;;Ritagli (Ritagli per il Carlino, Rubrica);ED (RdC);;;;;;;;;;;;;;;;;;;;;;
RDq 240;1968;;Una visita imbarazzante (Domenico Giordani);ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 243;1968;07;Caserma Scalo ;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 244;1968;08;La strada di Palmanova;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 244;1968;;Il ritratto del ragazzo;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 244;1968;;Taccuino nuovo ;;;;;;;;;;;;;;;;;;;;;;;
RDq 244;1968;;Le nevi dell'altro anno;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 244;1968;;La strada di Marradi;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 245;1968;09;L'ospizio;ED (Le nevi dell'altro anno);https://sol.unibo.it/SebinaOpac/resource/le-nevi-dellaltro-anno-racconti-19671968/UBO0337174;;;;;;;;;;;;;;;;;;;;;
RDq 246;1968;10;Un tramonto;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 246;1968;;Il postiglione d'Europa (Magalotti);ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 246;1968;;La scultura francese del '700;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 247;1968;11;Giornate romane;ED?;;;;;;;;;;;;;;;;;;;;;;
RDq 247;1968;;Un poco di neve ;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 248;1968;12;Rio Maggiore 2. parte;ED (Il nero e l'azzurro);;;;;;;;;;;;;;;;;;;;;;
RDq 248;1968;;Incontro al parco;ED (I bachi da seta);;;;;;;;;;;;;;;;;;;;;;
RDq 249;1969;01;Erano tre amici (In tre alla Montagnola);ED (Il nero e l'azzurro)?;;;;;;;;;;;;;;;;;;;;;;
RDq 250;1969;02;Montaigne con la fiamma ossidrica [Montaigne in officina]?;ED (Il nero e l'azzurro)?;;;;;;;;;;;;;;;;;;;;;;
RDq 251;1969;03;Giuseppina;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 251;1969;;Il sogno di Lisa;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 252;1969;04;Racconto di notte;appunti ;;;;;;;;;;;;;;;;;;;;;;
RDq 253;1969;05;"Il nero e l'azzurro (La nave ""La speranza"")";ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 253;1969;;Le conchiglie (Le conchiglie nella stanza);ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 254;1969;06;Luca orologiaio;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 254;1969;;Le sorelle;ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 255;1969;07;Allegoria di Pietrone (Il signor Carlo);ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 255;1969;;Cortile a Bologna [Cortile];ED (Il nero e l'azzurro);https://sol.unibo.it/SebinaOpac/resource/il-nero-e-lazzurro-racconti-19681969/UBO1008462;;;;;;;;;;;;;;;;;;;;;
RDq 256;1969;08;La colazione;ED?;;;;;;;;;;;;;;;;;;;;;;
